w1_q24_met_online,w1_ppage,w1_ppgender,w1_ppeduc,w1_ppincimp,w1_ppethm,w1_ppwork,w1_married,w1_same_sex_couple_raw,w1_relate_duration_in2017_years,w1_q34,still_together_w3,w1_weight_combo
1.0,49.0,Male,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),"$10,000 to $12,499","Other, Non-Hispanic",Not working - disabled,0.0,NOT same-sex souple,8.083333015441895,Excellent,1.0,1.4567543268203735
1.0,59.0,Male,Masters degree,"$250,000 or more","White, Non-Hispanic",Working - as a paid employee,0.0,NOT same-sex souple,11.5,Good,1.0,0.8100743293762207
0.0,78.0,Female,"Some college, no degree","$60,000 to $74,999","White, Non-Hispanic",Not working - retired,1.0,NOT same-sex souple,60.75,Excellent,1.0,0.8472762107849121
0.0,28.0,Female,"Some college, no degree","$20,000 to $24,999","White, Non-Hispanic",Working - as a paid employee,1.0,same_sex_couple,3.0833332538604736,Excellent,1.0,0.147100418806076
0.0,72.0,Male,"Some college, no degree","$50,000 to $59,999","2+ Races, Non-Hispanic",Not working - retired,1.0,NOT same-sex souple,32.25,Fair,1.0,0.3335733115673065
0.0,45.0,Male,Bachelors degree,"$175,000 to $199,999","Other, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,12.416666984558104,Excellent,1.0,1.4062094688415527
0.0,75.0,Male,"Some college, no degree","$25,000 to $29,999","White, Non-Hispanic",Not working - retired,1.0,NOT same-sex souple,51.0,Excellent,1.0,1.314505100250244
1.0,26.0,Male,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),"$7,500 to $9,999",Hispanic,Not working - looking for work,0.0,NOT same-sex souple,2.0,Excellent,0.0,1.805140495300293
0.0,63.0,Male,Professional or Doctorate degree,"$125,000 to $149,999","White, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,45.75,Good,1.0,0.7831622958183289
0.0,62.0,Male,Bachelors degree,"$100,000 to $124,999","Other, Non-Hispanic",Not working - retired,1.0,NOT same-sex souple,39.08333206176758,Excellent,1.0,1.3925273418426514
0.0,39.0,Female,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),"$100,000 to $124,999","2+ Races, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,24.16666603088379,Good,1.0,0.6204463243484497
0.0,26.0,Female,Bachelors degree,"$60,000 to $74,999","White, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,11.666666984558104,Excellent,1.0,0.1494555026292801
0.0,62.0,Female,"Some college, no degree","$85,000 to $99,999","White, Non-Hispanic",Not working - retired,1.0,NOT same-sex souple,46.16666793823242,Excellent,1.0,1.0244659185409546
0.0,51.0,Male,Associate degree,"$175,000 to $199,999","White, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,12.333333015441896,Excellent,1.0,0.9135385751724244
0.0,53.0,Female,"Some college, no degree","$100,000 to $124,999","White, Non-Hispanic",Working - as a paid employee,0.0,same_sex_couple,26.66666603088379,Excellent,1.0,0.2071862965822219
0.0,76.0,Male,Professional or Doctorate degree,"$100,000 to $124,999","White, Non-Hispanic",Working - self-employed,0.0,same_sex_couple,21.0,Excellent,1.0,0.1433818489313125
0.0,44.0,Female,Associate degree,"$150,000 to $174,999","White, Non-Hispanic",Not working - other,1.0,NOT same-sex souple,14.416666984558104,Excellent,1.0,1.3584915399551392
1.0,58.0,Male,Associate degree,"$20,000 to $24,999","White, Non-Hispanic",Not working - retired,0.0,same_sex_couple,0.3333333432674408,Good,0.0,0.1637719869613647
0.0,40.0,Female,Associate degree,"$125,000 to $149,999","Black, Non-Hispanic",Not working - other,1.0,NOT same-sex souple,20.66666603088379,Good,1.0,1.7017892599105835
0.0,59.0,Male,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),"$150,000 to $174,999","White, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,41.5,Excellent,1.0,1.002868413925171
0.0,62.0,Male,"Some college, no degree","$150,000 to $174,999","White, Non-Hispanic",Working - as a paid employee,0.0,NOT same-sex souple,0.0833333358168602,Good,0.0,0.2228042781352996
0.0,59.0,Male,Bachelors degree,"$50,000 to $59,999","White, Non-Hispanic",Not working - looking for work,1.0,NOT same-sex souple,30.0,Good,1.0,0.7873461246490479
0.0,75.0,Male,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),"$75,000 to $84,999","White, Non-Hispanic",Not working - retired,1.0,NOT same-sex souple,56.83333206176758,Excellent,1.0,1.054317831993103
0.0,34.0,Male,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),"$100,000 to $124,999",Hispanic,Working - as a paid employee,1.0,NOT same-sex souple,16.41666603088379,Excellent,1.0,1.4097148180007937
1.0,62.0,Male,Bachelors degree,"$125,000 to $149,999","White, Non-Hispanic",Not working - retired,1.0,same_sex_couple,32.0,Excellent,1.0,0.1045537739992141
0.0,25.0,Female,Associate degree,"$75,000 to $84,999","White, Non-Hispanic",Working - self-employed,0.0,NOT same-sex souple,5.583333492279053,Good,1.0,0.2302724123001098
0.0,40.0,Male,"Some college, no degree","$125,000 to $149,999","White, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,22.83333396911621,Excellent,0.0,0.9912216067314148
1.0,34.0,Male,Professional or Doctorate degree,"$200,000 to $249,999","White, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,4.666666507720947,Excellent,1.0,0.9799140095710754
1.0,57.0,Female,Bachelors degree,"$100,000 to $124,999","White, Non-Hispanic",Working - as a paid employee,0.0,NOT same-sex souple,8.25,Excellent,1.0,0.9090155363082886
0.0,69.0,Female,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),"$25,000 to $29,999","White, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,54.41666793823242,Excellent,0.0,1.0199428796768188
0.0,36.0,Male,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),"$75,000 to $84,999","White, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,16.83333396911621,Excellent,1.0,1.198941707611084
0.0,26.0,Female,Bachelors degree,"$35,000 to $39,999","White, Non-Hispanic",Working - as a paid employee,0.0,NOT same-sex souple,4.416666507720947,Excellent,1.0,0.9808186292648317
0.0,53.0,Male,Masters degree,"$250,000 or more","White, Non-Hispanic",Working - self-employed,1.0,same_sex_couple,28.25,Excellent,1.0,0.1547234654426574
0.0,73.0,Male,5th or 6th grade,"$35,000 to $39,999",Hispanic,Not working - retired,1.0,NOT same-sex souple,47.5,Excellent,1.0,1.502663016319275
1.0,34.0,Male,"Some college, no degree","$125,000 to $149,999","White, Non-Hispanic",Not working - other,1.0,NOT same-sex souple,12.25,Excellent,1.0,1.0286495685577393
0.0,50.0,Female,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),"$100,000 to $124,999","White, Non-Hispanic",Working - self-employed,1.0,NOT same-sex souple,30.91666603088379,Excellent,1.0,1.1253293752670288
0.0,43.0,Female,Masters degree,"$40,000 to $49,999","White, Non-Hispanic",Working - as a paid employee,0.0,NOT same-sex souple,4.916666507720947,Excellent,0.0,1.132792353630066
1.0,56.0,Male,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),"$150,000 to $174,999","White, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,17.33333396911621,Excellent,1.0,0.979009449481964
0.0,72.0,Female,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),"$60,000 to $74,999","Black, Non-Hispanic",Not working - retired,1.0,NOT same-sex souple,54.5,Excellent,0.0,1.1844680309295654
0.0,63.0,Male,Bachelors degree,"$175,000 to $199,999","White, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,27.66666603088379,Good,1.0,0.8049858808517456
0.0,47.0,Male,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),"$75,000 to $84,999","White, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,29.83333396911621,Good,1.0,0.9550374150276184
0.0,51.0,Female,Masters degree,"$150,000 to $174,999","White, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,19.5,Good,1.0,0.2110907882452011
0.0,28.0,Female,Masters degree,"$85,000 to $99,999","Black, Non-Hispanic",Working - as a paid employee,0.0,NOT same-sex souple,0.5,Good,1.0,1.497913837432861
0.0,50.0,Male,Masters degree,"$250,000 or more","White, Non-Hispanic",Working - as a paid employee,1.0,same_sex_couple,17.75,Excellent,1.0,0.1547234654426574
0.0,69.0,Male,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),"$75,000 to $84,999","2+ Races, Non-Hispanic",Not working - retired,1.0,NOT same-sex souple,30.25,Excellent,1.0,0.4428044557571411
1.0,25.0,Female,Bachelors degree,"$15,000 to $19,999","White, Non-Hispanic",Working - as a paid employee,0.0,NOT same-sex souple,0.4166666567325592,Good,1.0,0.978104829788208
0.0,73.0,Female,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),"$35,000 to $39,999","White, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,53.58333206176758,Excellent,1.0,0.975956380367279
0.0,38.0,Male,"Some college, no degree","$75,000 to $84,999","Black, Non-Hispanic",Working - as a paid employee,0.0,NOT same-sex souple,3.8333332538604736,Good,1.0,1.644346833229065
0.0,59.0,Male,Bachelors degree,"$150,000 to $174,999","White, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,38.33333206176758,Poor,1.0,0.8100743293762207
0.0,19.0,Female,"Some college, no degree","$200,000 to $249,999","White, Non-Hispanic",Working - as a paid employee,0.0,NOT same-sex souple,1.25,Excellent,1.0,1.2153376340866089
0.0,57.0,Female,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),"$50,000 to $59,999","White, Non-Hispanic",Not working - disabled,1.0,NOT same-sex souple,36.08333206176758,Excellent,1.0,1.0976258516311646
0.0,86.0,Male,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),"$75,000 to $84,999","White, Non-Hispanic",Not working - retired,1.0,NOT same-sex souple,68.0,Excellent,1.0,0.9848893284797668
0.0,61.0,Male,Bachelors degree,"$100,000 to $124,999",Hispanic,Working - as a paid employee,1.0,NOT same-sex souple,39.16666793823242,Excellent,1.0,1.0013983249664309
0.0,56.0,Male,11th grade,"$75,000 to $84,999","Black, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,12.583333015441896,Fair,1.0,1.6507922410964966
0.0,57.0,Male,"Some college, no degree","$25,000 to $29,999","Black, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,34.25,Excellent,1.0,1.1794925928115845
0.0,54.0,Male,Bachelors degree,"$40,000 to $49,999","White, Non-Hispanic",Working - as a paid employee,0.0,NOT same-sex souple,0.25,Good,0.0,0.7960529327392578
0.0,37.0,Male,Bachelors degree,"$100,000 to $124,999","White, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,15.333333015441896,Excellent,1.0,0.8789374232292175
1.0,54.0,Male,Bachelors degree,"$250,000 or more","White, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,13.666666984558104,Excellent,1.0,0.8671775460243225
0.0,71.0,Female,10th grade,"$175,000 to $199,999",Hispanic,Not working - retired,1.0,NOT same-sex souple,53.83333206176758,Good,1.0,1.5717521905899048
0.0,53.0,Male,Associate degree,"$150,000 to $174,999","White, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,13.75,Excellent,1.0,0.954698085784912
0.0,33.0,Female,"Some college, no degree","$60,000 to $74,999","White, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,16.16666603088379,Excellent,1.0,1.263394832611084
0.0,48.0,Female,Masters degree,"$125,000 to $149,999","White, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,31.66666603088379,Good,1.0,0.9500620365142822
0.0,28.0,Female,"Some college, no degree","$40,000 to $49,999","White, Non-Hispanic",Not working - other,1.0,NOT same-sex souple,11.916666984558104,Excellent,1.0,1.1660367250442505
0.0,47.0,Male,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),"$40,000 to $49,999","White, Non-Hispanic",Working - self-employed,0.0,same_sex_couple,17.75,Good,1.0,0.3940134048461914
0.0,52.0,Male,"Some college, no degree","$60,000 to $74,999","White, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,23.08333396911621,Good,1.0,0.799219012260437
0.0,40.0,Female,Bachelors degree,"$85,000 to $99,999","White, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,21.58333396911621,Good,1.0,1.219408392906189
0.0,55.0,Male,Professional or Doctorate degree,"$100,000 to $124,999","White, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,30.25,Good,1.0,0.7880245447158813
0.0,69.0,Female,Bachelors degree,"$50,000 to $59,999","White, Non-Hispanic",Not working - retired,1.0,NOT same-sex souple,18.08333396911621,Excellent,1.0,0.7796569466590881
0.0,68.0,Female,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),"$50,000 to $59,999","White, Non-Hispanic",Not working - retired,1.0,NOT same-sex souple,55.41666793823242,Excellent,1.0,0.9015525579452516
0.0,81.0,Male,Bachelors degree,"$100,000 to $124,999","White, Non-Hispanic",Not working - retired,1.0,NOT same-sex souple,41.0,Excellent,1.0,0.8021590113639832
0.0,64.0,Male,"Some college, no degree","$125,000 to $149,999","White, Non-Hispanic",Not working - retired,0.0,same_sex_couple,47.75,Good,0.0,0.2049861252307891
1.0,18.0,Female,11th grade,"$20,000 to $24,999",Hispanic,Not working - other,0.0,NOT same-sex souple,0.0,Good,0.0,1.7776631116867063
0.0,31.0,Female,5th or 6th grade,"$10,000 to $12,499","White, Non-Hispanic",Not working - looking for work,0.0,NOT same-sex souple,15.75,Good,1.0,1.4548319578170776
0.0,46.0,Male,Professional or Doctorate degree,"$125,000 to $149,999","Other, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,26.41666603088379,Excellent,1.0,1.261359453201294
0.0,62.0,Male,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),"$75,000 to $84,999","Black, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,27.33333396911621,Excellent,1.0,1.2939252853393557
0.0,55.0,Male,Bachelors degree,"$125,000 to $149,999","White, Non-Hispanic",Working - as a paid employee,1.0,same_sex_couple,5.416666507720947,Excellent,1.0,0.1423282325267791
0.0,43.0,Female,Associate degree,"$75,000 to $84,999","White, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,22.66666603088379,Good,1.0,0.399560272693634
0.0,38.0,Female,"Some college, no degree","$10,000 to $12,499",Hispanic,Working - as a paid employee,0.0,same_sex_couple,4.5,Fair,0.0,0.1834803968667984
0.0,48.0,Male,Masters degree,"$100,000 to $124,999","White, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,26.83333396911621,Excellent,1.0,0.7539888024330139
0.0,25.0,Female,"Some college, no degree","$60,000 to $74,999",Hispanic,Working - as a paid employee,1.0,NOT same-sex souple,7.25,Good,1.0,1.377488136291504
0.0,62.0,Male,"Some college, no degree","$60,000 to $74,999","White, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,30.41666603088379,Excellent,1.0,0.8823297023773193
0.0,52.0,Male,Masters degree,"$85,000 to $99,999","White, Non-Hispanic",Working - as a paid employee,0.0,same_sex_couple,24.08333396911621,Good,1.0,0.1503541469573974
0.0,65.0,Male,Masters degree,"$60,000 to $74,999","Other, Non-Hispanic",Not working - retired,1.0,NOT same-sex souple,35.0,Good,1.0,1.3581522703170776
0.0,32.0,Female,Bachelors degree,"$125,000 to $149,999","White, Non-Hispanic",Not working - other,1.0,NOT same-sex souple,10.5,Excellent,1.0,1.0339641571044922
0.0,52.0,Female,Masters degree,"$50,000 to $59,999","White, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,3.0833332538604736,Excellent,1.0,0.26981320977211
0.0,49.0,Male,Bachelors degree,"$85,000 to $99,999","White, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,23.75,Excellent,1.0,0.895672619342804
0.0,33.0,Female,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),"$7,500 to $9,999","White, Non-Hispanic",Not working - looking for work,1.0,NOT same-sex souple,5.916666507720947,Fair,1.0,1.4754117727279663
0.0,53.0,Male,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),"$125,000 to $149,999",Hispanic,Not working - disabled,1.0,NOT same-sex souple,33.33333206176758,Excellent,1.0,1.165358066558838
0.0,27.0,Male,Bachelors degree,"$35,000 to $39,999","Black, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,5.583333492279053,Excellent,1.0,1.5261826515197754
0.0,40.0,Male,Bachelors degree,"$125,000 to $149,999","White, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,14.166666984558104,Good,1.0,0.9533412456512452
0.0,70.0,Male,Associate degree,"$85,000 to $99,999","White, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,19.16666603088379,Good,1.0,1.0281974077224731
0.0,40.0,Male,Bachelors degree,"$85,000 to $99,999","Black, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,10.583333015441896,Excellent,1.0,1.3619967699050903
1.0,36.0,Male,Associate degree,"$85,000 to $99,999","White, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,9.75,Excellent,1.0,1.169089674949646
0.0,58.0,Male,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),"$75,000 to $84,999","White, Non-Hispanic",Working - as a paid employee,0.0,same_sex_couple,36.83333206176758,Good,0.0,0.5659352540969849
1.0,32.0,Male,"Some college, no degree","$85,000 to $99,999","Black, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,3.4166667461395264,Excellent,1.0,1.536020278930664
0.0,65.0,Male,Masters degree,"$75,000 to $84,999","White, Non-Hispanic",Working - self-employed,1.0,NOT same-sex souple,46.08333206176758,Excellent,1.0,0.890018880367279
1.0,27.0,Male,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),"$10,000 to $12,499","White, Non-Hispanic",Working - as a paid employee,0.0,NOT same-sex souple,8.583333015441895,Excellent,1.0,1.1716904640197754
0.0,42.0,Male,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),"$30,000 to $34,999",Hispanic,Working - as a paid employee,1.0,NOT same-sex souple,17.25,Excellent,1.0,1.4883023500442505
0.0,57.0,Male,Bachelors degree,"$100,000 to $124,999","White, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,33.75,Excellent,1.0,0.7880245447158813
0.0,38.0,Female,Masters degree,"$75,000 to $84,999","White, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,17.91666603088379,Excellent,1.0,1.3054590225219729
0.0,45.0,Female,10th grade,"$250,000 or more","White, Non-Hispanic",Not working - looking for work,1.0,NOT same-sex souple,29.58333396911621,Fair,1.0,1.2888368368148804
0.0,62.0,Male,"Some college, no degree","$125,000 to $149,999","White, Non-Hispanic",Working - as a paid employee,1.0,same_sex_couple,25.58333396911621,Good,1.0,0.2049861252307891
1.0,42.0,Male,Bachelors degree,"$175,000 to $199,999","White, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,10.583333015441896,Excellent,1.0,1.04900324344635
1.0,33.0,Female,Associate degree,"$100,000 to $124,999","White, Non-Hispanic",Working - as a paid employee,0.0,NOT same-sex souple,6.583333492279053,Excellent,1.0,1.1995069980621338
0.0,64.0,Male,Bachelors degree,"$125,000 to $149,999","White, Non-Hispanic",Working - as a paid employee,1.0,same_sex_couple,19.16666603088379,Excellent,1.0,0.1301499307155609
1.0,59.0,Male,Masters degree,"$85,000 to $99,999","White, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,10.333333015441896,Good,1.0,0.8570007085800171
1.0,56.0,Male,Bachelors degree,"$125,000 to $149,999","Other, Non-Hispanic",Working - as a paid employee,0.0,NOT same-sex souple,1.0,Excellent,1.0,1.4012340307235718
0.0,55.0,Male,Masters degree,"$250,000 or more","White, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,36.08333206176758,Excellent,1.0,0.1437227129936218
0.0,36.0,Female,Professional or Doctorate degree,"$175,000 to $199,999",Hispanic,Working - as a paid employee,0.0,same_sex_couple,10.666666984558104,Good,1.0,0.2514372766017914
0.0,41.0,Female,Masters degree,"$100,000 to $124,999","White, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,18.25,Excellent,1.0,1.148622989654541
0.0,25.0,Female,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),"$25,000 to $29,999","Other, Non-Hispanic",Working - as a paid employee,0.0,NOT same-sex souple,0.8333333134651184,Good,1.0,2.1262753009796143
0.0,21.0,Male,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),"$7,500 to $9,999","White, Non-Hispanic",Working - as a paid employee,0.0,NOT same-sex souple,6.083333492279053,Good,1.0,1.205386996269226
0.0,61.0,Male,Professional or Doctorate degree,"$175,000 to $199,999","White, Non-Hispanic",Working - as a paid employee,0.0,NOT same-sex souple,5.833333492279053,Excellent,1.0,0.8049858808517456
0.0,74.0,Male,Professional or Doctorate degree,"$250,000 or more","White, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,54.33333206176758,Excellent,1.0,0.8049858808517456
0.0,59.0,Male,Bachelors degree,"$100,000 to $124,999","White, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,33.91666793823242,Excellent,1.0,0.7539888024330139
0.0,38.0,Male,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),"$15,000 to $19,999",Hispanic,Not working - disabled,1.0,NOT same-sex souple,1.5,Good,1.0,1.4609380960464478
0.0,27.0,Female,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),"$30,000 to $34,999",Hispanic,Working - as a paid employee,0.0,NOT same-sex souple,8.0,Excellent,1.0,1.5867913961410522
0.0,38.0,Male,12th grade NO DIPLOMA,"$35,000 to $39,999","White, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,20.91666603088379,Excellent,1.0,1.3190280199050903
0.0,93.0,Male,Professional or Doctorate degree,"$85,000 to $99,999","White, Non-Hispanic",Not working - retired,1.0,NOT same-sex souple,48.83333206176758,Excellent,1.0,0.820703387260437
0.0,70.0,Male,Bachelors degree,"$30,000 to $34,999","White, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,51.5,Good,1.0,0.7910775542259216
0.0,36.0,Male,Associate degree,"$50,000 to $59,999","White, Non-Hispanic",Working - as a paid employee,0.0,NOT same-sex souple,0.5833333134651184,Fair,1.0,0.8144842982292175
0.0,46.0,Male,Bachelors degree,"$35,000 to $39,999","White, Non-Hispanic",Working - self-employed,0.0,NOT same-sex souple,1.9166666269302368,Excellent,0.0,0.7960529327392578
0.0,51.0,Female,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),"$5,000 to $7,499","White, Non-Hispanic",Working - as a paid employee,0.0,NOT same-sex souple,3.0,Good,0.0,1.2500518560409546
0.0,43.0,Female,Masters degree,"$150,000 to $174,999","White, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,18.58333396911621,Good,1.0,1.2338820695877075
0.0,53.0,Male,Associate degree,"$25,000 to $29,999","White, Non-Hispanic",Working - self-employed,1.0,NOT same-sex souple,35.41666793823242,Excellent,1.0,0.1648565828800201
0.0,69.0,Female,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),"$40,000 to $49,999","White, Non-Hispanic",Not working - retired,1.0,NOT same-sex souple,34.91666793823242,Good,1.0,0.9404506087303162
0.0,71.0,Male,Masters degree,"$50,000 to $59,999","Black, Non-Hispanic",Working - self-employed,0.0,NOT same-sex souple,13.0,Excellent,0.0,0.9602388739585876
0.0,61.0,Female,Masters degree,"$75,000 to $84,999","White, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,30.0,Excellent,1.0,0.9494966268539428
0.0,50.0,Male,Bachelors degree,"$85,000 to $99,999","White, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,18.41666603088379,Excellent,1.0,0.8570007085800171
0.0,43.0,Male,Professional or Doctorate degree,"$100,000 to $124,999","White, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,27.08333396911621,Excellent,1.0,0.8789374232292175
0.0,63.0,Female,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),"$60,000 to $74,999","White, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,29.83333396911621,Excellent,1.0,0.8937503695487976
0.0,63.0,Male,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),"$100,000 to $124,999","White, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,43.08333206176758,Excellent,0.0,0.8350640535354614
1.0,23.0,Female,"Some college, no degree","$85,000 to $99,999","White, Non-Hispanic",Working - as a paid employee,0.0,same_sex_couple,0.1666666716337204,Good,0.0,0.3157375454902649
1.0,26.0,Female,Bachelors degree,"$50,000 to $59,999","White, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,4.0,Excellent,1.0,0.1860524266958236
0.0,56.0,Female,"Some college, no degree","$200,000 to $249,999","White, Non-Hispanic",Working - self-employed,1.0,NOT same-sex souple,29.91666603088379,Excellent,1.0,1.0917458534240725
0.0,52.0,Male,Masters degree,"$150,000 to $174,999","Black, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,26.08333396911621,Excellent,1.0,1.0641554594039917
0.0,48.0,Male,Bachelors degree,"$150,000 to $174,999","White, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,21.58333396911621,Fair,0.0,0.1583490818738937
1.0,33.0,Male,"Some college, no degree","$85,000 to $99,999","White, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,12.833333015441896,Excellent,1.0,1.1265732049942017
1.0,54.0,Male,"Some college, no degree","$12,500 to $14,999",Hispanic,Not working - disabled,0.0,NOT same-sex souple,1.0,Excellent,1.0,1.134827733039856
0.0,60.0,Female,Associate degree,"$100,000 to $124,999","White, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,16.41666603088379,Excellent,1.0,0.9420337080955504
0.0,67.0,Male,Professional or Doctorate degree,"$150,000 to $174,999","White, Non-Hispanic",Working - as a paid employee,0.0,same_sex_couple,4.666666507720947,Excellent,1.0,0.1414915472269058
1.0,27.0,Male,Bachelors degree,"$150,000 to $174,999","White, Non-Hispanic",Not working - other,0.0,NOT same-sex souple,0.0833333358168602,Fair,0.0,1.210701584815979
1.0,27.0,Female,"Some college, no degree","Less than $5,000","White, Non-Hispanic",Not working - other,0.0,same_sex_couple,1.0833333730697632,Excellent,1.0,0.1097907572984695
0.0,21.0,Female,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),"$150,000 to $174,999","Other, Non-Hispanic",Working - self-employed,0.0,NOT same-sex souple,0.5833333134651184,Excellent,1.0,1.9476158618927
0.0,74.0,Male,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),"$75,000 to $84,999","White, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,39.25,Excellent,1.0,1.0293281078338623
0.0,56.0,Male,Professional or Doctorate degree,"$100,000 to $124,999","White, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,20.83333396911621,Fair,1.0,0.7474303841590881
